name,episodes,rating,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Historical,Horror,Josei,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,ShoujoAi,Shounen,ShounenAi,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire,Movie,Music,ONA,OVA,Special,TV
Yurumates,-0.2433301813618895,0.01518766959065708,-0.2516735375497274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11eyes,-0.009077895551186526,0.00534490480975715,2.0923376242386342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
A-Ko The Versus,-0.22203451901546198,0.00534490480975715,-0.289562546763472,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Akage no Anne Specials,-0.22203451901546198,0.00534490480975715,-0.3280673429338453,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Arata naru Sekai: World's/Start/Load/End,-0.2433301813618895,0.00534490480975715,-0.08689619250830852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Attack No.1: Namida no Sekai Senshuken,-0.2433301813618895,0.00534490480975715,-0.3295705875632625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Boukensha: The Man Was from Spain,0.2890613772987991,0.00534490480975715,-0.32507896505608824,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Catman Series II,-0.0942605449368967,0.00534490480975715,-0.3203881173570634,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
D.C.III: Da Capo III Special,-0.2433301813618895,0.00534490480975715,-0.279583175789871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daisuki! Hello Kitty,0.2890613772987991,0.00534490480975715,-0.3074747026489373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Di Gi Charat: Kuchi Kara Bazooka,-0.2433301813618895,0.00534490480975715,-0.31144109510486945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dorami-chan: Mini-Dora SOS!!!,-0.2433301813618895,0.00534490480975715,-0.3308383842386746,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fabre-sensei wa Meitantei,0.2890613772987991,0.00534490480975715,-0.3286650185093967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geneshaft,0.012217766795241019,0.00534490480975715,-0.17752554341919663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Geobreeders: File-X Chibi Neko Dakkan,-0.20073885666903443,0.00534490480975715,-0.30443199062794823,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Guskou Budori no Denki,-0.2433301813618895,0.00534490480975715,-0.3226882627538825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gyakuten Saiban: Sono &quot Shinjitsu&quot , Igi Ari!",0.246470052605944,0.00534490480975715,0.7781577018875246,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Haou Daikei Ryuu Knight: Adeu Legend Final,-0.2433301813618895,0.00534490480975715,-0.3261837593018045,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happy Seven: The TV Manga,0.012217766795241019,0.00534490480975715,-0.2745301004692999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himesama Goyoujin,-0.009077895551186526,0.00534490480975715,-0.30466743858195333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himitsu no Akko-chan,1.7371664168558723,0.00534490480975715,-0.31441136160154926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jigokudou Reikai Tsuushin,-0.2433301813618895,0.00534490480975715,-0.3253868585344026,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kyoushoku Soukou Guyver,-0.2433301813618895,0.00534490480975715,-0.2763774613391861,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Magnerobo Ga-Keen,0.5659049878023571,0.00534490480975715,-0.32652787554227347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mahou no Tenshi Creamy Mami: Long Goodbye,-0.2433301813618895,0.00534490480975715,-0.32544119267763455,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mahoutsukai Sally,2.0566013520522852,0.00534490480975715,-0.30729358883816416,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Miyamoto Musashi: Souken ni Haseru Yume,-0.2433301813618895,0.00534490480975715,-0.26666976108174484,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nana Toshi Monogatari: Hokkyokukai Sensen,-0.22203451901546198,0.00534490480975715,-0.31441136160154926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nuwa Chengzhang Riji,0.37424402668450923,0.00534490480975715,-0.2778082604442941,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Onboro Film,-0.2433301813618895,0.00534490480975715,-0.306768358786922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Penguin Musume Heart Special,-0.2433301813618895,0.00534490480975715,-0.2876246289881992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pokemon XY: New Year Special,-0.2433301813618895,0.00534490480975715,-0.29294937502493,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,-0.2433301813618895,0.00534490480975715,-0.3032547508579227,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Recorder to Randoseru Mi  Special,-0.2433301813618895,0.00534490480975715,-0.28421968934566383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Shouwa Monogatari (Movie),-0.2433301813618895,0.00534490480975715,-0.3181604174845536,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sketchbook: Full Color's Picture Drama,-0.1368518696297518,0.00534490480975715,-0.3071305864084683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Space Fantasia 2001 Nights,-0.2433301813618895,0.00534490480975715,-0.3108071967671634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Space Dandy 2nd Season Picture Drama,-0.20073885666903443,0.00534490480975715,-0.3132341218315237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Zetsumetsu Kigu Shoujo: Amazing Twins,-0.22203451901546198,0.00534490480975715,-0.19971198523890846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Zou no Senaka: Tabidatsu Hi,-0.2433301813618895,0.00534490480975715,-0.3315990622439219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ajimu: Kaigan Monogatari,-0.17944319432260689,-0.004497859971142779,-0.1692124195047087,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B-Densetsu! Battle Bedaman Enkon,0.8214529359594877,-0.004497859971142779,-0.2885664208042196,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Black Jack: Dr. Pinoko no Mori no Bouken,-0.2433301813618895,-0.004497859971142779,-0.31102453334009117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Buta,-0.2433301813618895,-0.004497859971142779,-0.24622201184545536,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cluster Edge,0.26776571495237156,-0.004497859971142779,-0.20737309943461302,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dog Days'': Gravure Talk,-0.17944319432260689,-0.004497859971142779,-0.3205148970246046,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,-0.2433301813618895,-0.004497859971142779,-0.32397417081037194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gegege no Kitarou: Nippon Bakuretsu,-0.2433301813618895,-0.004497859971142779,-0.32790434050414946,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ghost in the Shell: Arise - Logicoma Specials,-0.17944319432260689,-0.004497859971142779,-0.2782248222090723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Haou Taikei Ryuu Knight: Adeu Legend,0.012217766795241019,-0.004497859971142779,-0.322887487945733,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Little El Cid no Bouken,0.2890613772987991,-0.004497859971142779,-0.3290996916552523,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lupin III: Secret File,-0.2433301813618895,-0.004497859971142779,-0.2979481162022692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Machine Robo: Revenge of Chronos,0.7362702865737775,-0.004497859971142779,-0.3226158172295733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mahou no Mako-chan,0.757565948920205,-0.004497859971142779,-0.3217826937000168,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Manga Nippon Mukashibanashi (1976),31.061293467886603,-0.004497859971142779,-0.32670898935304665,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marie &amp  Gali,0.5872006501487846,-0.004497859971142779,-0.2910839027739665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nanako SOS,0.5659049878023571,-0.004497859971142779,-0.3234308293780525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NG Knight Ramune &amp  40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,-0.20073885666903443,-0.004497859971142779,-0.3260932023964179,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nozomi Witches,-0.20073885666903443,-0.004497859971142779,-0.32399228219144927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ozanari Dungeon: Kaze no Tou,-0.20073885666903443,-0.004497859971142779,-0.3225614830863413,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Queen's Blade: Grimoire,-0.22203451901546198,-0.004497859971142779,-0.2646775091632401,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Robot Girls Z Specials,-0.20073885666903443,-0.004497859971142779,-0.30522889139535014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saint Beast: Kouin Jojishi Tenshi Tan,0.012217766795241019,-0.004497859971142779,-0.2488119393395115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,-0.2433301813618895,-0.004497859971142779,-0.3299690379469635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Senran Kagura,-0.009077895551186526,-0.004497859971142779,0.6730573574958613,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,-0.20073885666903443,-0.004497859971142779,-0.2943982855111153,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Sousei no Aquarion Special,-0.2433301813618895,-0.004497859971142779,-0.30836216032172575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stratos 4: Logbook,-0.2433301813618895,-0.004497859971142779,-0.31432080469616264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Super Street Fighter IV,-0.2433301813618895,-0.004497859971142779,-0.2525972179846705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tentou Mushi no Uta,1.9501230403201477,-0.004497859971142779,-0.3295524761821852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Doraemons: Goal! Goal! Goal!!,-0.2433301813618895,-0.004497859971142779,-0.32507896505608824,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Track City,0.2890613772987991,-0.004497859971142779,-0.32694443730705175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uchuu no Kishi Tekkaman Blade II,-0.1368518696297518,-0.004497859971142779,-0.291572910063054,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wonder Garden,-0.2433301813618895,-0.004497859971142779,-0.2823542170947003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yotsunoha,-0.22203451901546198,-0.004497859971142779,-0.17893823114322727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AD Police,-0.20073885666903443,-0.014340624752043582,-0.22336544892588284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ai no Wakakusa Monogatari Specials,-0.22203451901546198,-0.014340624752043582,-0.3292626940849482,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bubuki Buranki,-0.009077895551186526,-0.014340624752043582,0.4805514880250719,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,-0.2433301813618895,-0.014340624752043582,-0.32433639843191825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Heroman Specials,-0.20073885666903443,-0.014340624752043582,-0.3000309250261605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
King of Fighters: Another Day,-0.17944319432260689,-0.014340624752043582,-0.18016980505648472,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kishin Heidan,-0.11555620728332425,-0.014340624752043582,-0.31410346812323486,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Koihime Musou OVA Omake,-0.2433301813618895,-0.014340624752043582,-0.3160957200417396,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Macross II: Lovers Again,-0.1368518696297518,-0.014340624752043582,-0.21162927398778222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Madonna,-0.22203451901546198,-0.014340624752043582,-0.31868564753579576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Makyou Densetsu Acrobunch,0.246470052605944,-0.014340624752043582,-0.3283027908878504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maze Bakunetsu Jikuu: Hot Springs,-0.2433301813618895,-0.014340624752043582,-0.32236225789449086,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Memory (ONA),-0.2433301813618895,-0.014340624752043582,-0.3068045815490766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ookamikakushi,-0.009077895551186526,-0.014340624752043582,0.5954682009606405,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ookii 1 Nensei to Chiisana 2 Nensei,-0.2433301813618895,-0.014340624752043582,-0.2828070016216332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pokemon XY: Odemashi Ko Majin Hoopa,-0.2433301813618895,-0.014340624752043582,-0.3009364940800263,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rail Wars!,-0.009077895551186526,-0.014340624752043582,1.2142254240860564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robotan (1986),0.4381310137237919,-0.014340624752043582,-0.328737464033706,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shin Mitsubachi Maya no Bouken,0.8427485983059152,-0.014340624752043582,-0.31077097400500875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sol Bianca,-0.22203451901546198,-0.014340624752043582,-0.284744919396906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sore ga Seiyuu!: Petit Uchiage,-0.2433301813618895,-0.014340624752043582,-0.3041603199117885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Soreyuke! Uchuu Senkan Yamamoto Yohko II,-0.20073885666903443,-0.014340624752043582,-0.31415780226646683,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tantei Kageki Milky Holmes TD,-0.009077895551186526,-0.014340624752043582,-0.2441029802594094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
To Heart Omake,-0.1368518696297518,-0.014340624752043582,-0.2977126682482641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Wangpai Yushi Di 0 Ji,-0.2433301813618895,-0.014340624752043582,-0.325640417869485,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Xenosaga The Animation,-0.009077895551186526,-0.014340624752043582,-0.08363614391439168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Zenryoku Usagi,0.8427485983059152,-0.014340624752043582,-0.32295993347004226,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Akuma-kun,0.6297919748416397,-0.024183389532943512,-0.3271436624989022,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
